,N7_AP_197,N7_AP_212,N7_AP_214,N7_AP_221,N7_AP_228,N7_AP_231,N7_AP_232,N7_AP_257,N7-AP-260,N7_AP_298,N7_AP_299,N7_AP_300,N7_AP_301,N7_AP_302,N7_AP_303,N7_AP_304,N7_AP_305,N7_AP_306,N7_AP_307,N7_AP_308,N7_AP_309,N7_AP_310,N7_AP_311,N7_AP_313,N7_AP_315,N7_AP_316,N7_AP_317,N7_AP_318,N7_AP_319,N7_AP_320,N7_AP_322,N7_AP_323,N7_AP_324,N7_AP_325,N7_AP_326,N7_AP_329,N7_AP_330,N7_AP_334,N7_AP_335,N7_AP_336,N7_AP_337,N7_AP_338,N7_AP_339,N7_AP_340,N7_AP_341,N7_AP_342,N7_AP_343,N7_AP_344,N7_AP_345,N7_AP_346,N7_AP_348,N7_AP_349,N7_AP_350,N7_AP_351,N7_AP_352,N7_AP_353,N7_AP_354,N7_AP_355,N7_AP_356,N7_AP_358,N7_AP_359,N7_AP_3,N7_AP_9,N7_AP_20,N7_AP_57,N7_AP_64,N7_AP_79,N7_AP_84,N7_AP_26,N7_AP_27,N7_AP_20-2F
N7_AP_339,0.862122992557775,0.7755542770477417,0.0,0.8492696390194944,0.0,0.7684184148349681,0.0,0.7804139539284722,0.0,0.8899796449460203,0.8900862341872332,0.9000800874934336,0.8238391497359127,0.8699541432538914,0.874343750715861,0.9277725904817532,0.7812911184210527,0.8441934775369662,0.8173218779831641,0.8344744213652123,0.8602031621200951,0.8887190730723682,0.8378939377247625,0.8615540667952557,0.8338976951892381,0.8088473813182515,0.0,0.8551511033381634,0.8119346608793612,0.8029266812764049,0.8759010381546162,0.8337498370443042,0.8413916227775319,0.8318670576735091,0.8384872153613959,0.8614666407313752,0.7798446227205815,0.9693206229860364,0.9032103825136611,0.8596438735072741,0.8374572806415204,0.9049593870562618,0.6082725060827251,0.8740449998687286,0.8638533143316666,0.9539416656035068,0.9186667763940596,0.863421822921517,0.9105800922874094,0.8524941768642311,0.8611385344234737,0.8080231025174209,0.7534550706818667,0.7662592983188302,0.7063906161307442,0.7279864412641671,0.7428537757947766,0.7722733156331282,0.7619381065856999,0.7125166789563445,0.8836565096952907,0.88015001533756,0.8615236473872673,0.8562149491577881,0.8303259510913111,0.9305680819993424,0.8679239917821269,0.8933606766105072,0.7758389913412452,0.7265365220220716,0.7628865860278016
N7_AP_340,0.8518774703557312,0.8121766436893859,0.0,0.8467532845335107,0.0,0.7680294317441635,0.0,0.7525420270024553,0.0,0.8928940568475453,0.9025537234359188,0.8337581218365222,0.8437622983077527,0.864990811236545,0.865154372042986,0.8921398557618617,0.7659810126582278,0.8530305915878424,0.8087674209103917,0.8520023746850687,0.8473484613899402,0.8733016060157295,0.8203001594989924,0.8562281045617143,0.8453494737748579,0.8373132548238723,0.0,0.8589773958983856,0.8447243298764123,0.8018136608275358,0.8557653821050848,0.8399410487055242,0.8271994749234529,0.8629291012592719,0.0,0.8465279128574207,0.8103073032956042,0.8617688413948257,0.8172786458333334,0.8659338017257501,0.918416704710972,0.9054736275303962,0.8774096949279431,0.6097560975609756,0.9026122951278178,0.9415234029963928,0.930512598936905,0.8698988744605516,0.8832224685883222,0.8732793895557199,0.8658049353701528,0.775085110867908,0.7847947021404709,0.755530367928625,0.7685043962543493,0.7517899597216813,0.7487959001774273,0.7855573318776614,0.7807081678940166,0.7788708164239561,0.8960153419987213,0.9444922402504158,0.8532493292670772,0.8441706476233058,0.8231395022016803,0.8225311642830567,0.8739568210555894,0.8882888208930184,0.8472048302320202,0.7480035075301303,0.8060377263303641
N7_AP_341,0.8390364123311871,0.8234138837020627,0.0,0.8424721042503103,0.0,0.7617781198539415,0.0,0.7633590799011024,0.7439793740683477,0.8803084841021754,0.9207503980891719,0.8010158106004752,0.8241689285818521,0.8544835578733884,0.852733807197348,0.8836350302448193,0.7502314814814814,0.8447855822008278,0.7940203999971919,0.8450534134228838,0.8419744214727561,0.8583866607925568,0.9993564579445268,0.8459295777366421,0.8120352087985091,0.8319573064987729,0.0,0.8474142386459074,0.8306716145919618,0.7969748033856122,0.8473755254177802,0.8327179684341006,0.8059112531423347,0.8552699672244264,0.8280582698967021,0.8403034429099397,0.8103073032956042,0.8537643678160919,0.8211786684782609,0.8286440958341375,0.9128026679454442,0.8910210552293366,0.8477440246171462,0.8993835285269152,0.6163328197226502,0.8485047347653275,0.9308937396913936,0.8730623243972441,0.8774341905366958,0.926917840491208,0.8605600112565077,0.7723870022902187,0.7808383057588981,0.8042728458219707,0.7699085292881886,0.743912732719193,0.749908832013191,0.7961287806464631,0.7829233198072914,0.7475708006105156,0.808164135033941,0.9370189915814848,0.8427490083517709,0.8320659434735903,0.8157698752560045,0.8638964883323595,0.8260122699386502,0.8714381414152548,0.8350375268191136,0.8072864798906995,0.7752447287783059
N7_AP_342,0.9367673842992577,0.8578726160986192,0.0,0.9184693873840458,0.0,0.8409107181212859,0.0,0.8052800848134481,0.0,0.9436398441134524,0.8897941045770997,0.8908732203589464,0.8820010759995469,0.9159759993093326,0.9138991934412876,0.9830353097992282,0.8716549295774648,0.8979935964391287,0.8687533436893705,0.8267730449457064,0.9015611463245088,0.9733194827916132,0.9349651999758184,0.911096606665086,0.9057315790444908,0.8929258515994877,0.0,0.9139613885479252,0.9009351910142144,0.8098399491348732,0.8730694615226509,0.8964874485446676,0.8527453410607948,0.9247695167998772,0.90106088814956,0.9092514177128068,0.8864640047331609,0.9201744820065432,0.8813822284908321,0.8755396447974921,0.8635078422915511,0.8309438906139192,0.8776824742515472,0.8509657050885229,0.7955344942872925,0.66408451721995,0.8910711710228207,0.839925014942538,0.8824800951111431,0.8885511261923869,0.8978550724637682,0.8386590495322996,0.7522858238341389,0.8252023212664324,0.0,0.7674963853930499,0.7739644031360045,0.7902590266479735,0.7377265430343974,0.0,0.8012748035502291,0.9012213134926024,0.911180240504776,0.8445455652700189,0.8710413548178804,0.9245866395103582,0.8839522118178883,0.9409306689138912,0.8720401491324388,0.0,0.7830161804350637
N7_AP_343,0.8861188343852076,0.8548762045858751,0.0,0.8618514114494129,0.8369742111573094,0.7688326565680327,0.0,0.7871086814744273,0.0,0.8823274101307189,0.8121302824393912,0.8227174674025453,0.8291217377715269,0.8630998514499774,0.8695962468907756,0.9022960571000712,0.779788961038961,0.8647066871380142,0.8083539164022018,0.8542077962961326,0.870774455076563,0.8770716286639855,0.8555355342471631,0.8614818310370534,0.8401441198723035,0.8323143697204461,0.0,0.8686526907422961,0.8281733540969484,0.8118151685230071,0.8290227139143009,0.8389091800953208,0.8109798773759341,0.8563337358403773,0.8447445826402125,0.8496401478311613,0.8285849116406179,0.9271358944954128,0.8917413294797688,0.906602354434922,0.8946787041954328,0.8959048232903108,0.8796155492475444,0.8821138211382114,0.8879467744952216,0.9531566011862812,0.6386313177484655,0.8751525986842454,0.904810298102981,0.8691243157309604,0.8616787606196902,0.7896640607401225,0.7128385124897555,0.8528439022892459,0.6909546362053913,0.7434304280261289,0.7724645959441744,0.7805219518830511,0.7719262189655571,0.742082947881453,0.8960153419987213,0.8904447933251903,0.8547650443477331,0.8628544569356025,0.8333821138211382,0.9256380632842448,0.8781205616644948,0.931845635171086,0.8611746971135057,0.7525236869900989,0.7813442994961064
N7_AP_344,0.7987910806501511,0.0,0.7766522116218559,0.7844391460751432,0.8419636252327629,0.7278127604168588,0.0,0.6997589971251469,0.7353924479094415,0.8256302521008403,0.775571375046834,0.0,0.7539094650205762,0.7692307692307693,0.767906177079107,0.785978956055292,0.8125,0.9554140127388536,0.8083832335329342,0.0,0.0,0.7660984499834321,0.0,0.0,0.0,0.8748048930995681,0.0,0.8180033295440077,0.8806368244922302,0.7291205641258857,0.7887278957512435,0.7461755967348721,0.7435189024573111,0.0,0.8822887863131107,0.0,0.7459004929369848,0.78037109375,0.7467524509803922,0.7945968897616899,0.8057198845648745,0.9649568338460702,0.7621895666527326,0.7828170731707318,0.8344399790319763,0.7962218923207381,0.8087809474057351,0.637693952561049,0.7691121179986503,0.955335099801638,0.962133879527046,0.7327286807866157,0.7761804368617571,0.7739497253588985,0.7454575066917948,0.7738955350871202,0.7739003186125414,0.8513659782115608,0.6998226325957714,0.7105546363621665,0.7468649620883753,0.8953351840277876,0.0,0.8903152952363971,0.8071646341463414,0.0,0.7852760736196319,0.8983227645611731,0.7838897883981909,0.8320876304430462,0.8210088344347725
N7_AP_345,0.8580321536259675,0.8762256366141764,0.0,0.0,0.0,0.7764731152001145,0.0,0.7759052598669107,0.0,0.8764061180027565,0.8412247716982579,0.8518126100280369,0.8220905577784617,0.8592448973457181,0.8563889967569609,0.8902826490612751,0.7546086582568807,0.8513490476854649,0.8029636092054301,0.8592983804702203,0.8552653416870669,0.8731878506650324,0.9326767106254,0.8717895384320044,0.0,0.8239233840111239,0.0,0.8442284708314491,0.8219277028594149,0.8019390715823378,0.8431805970741277,0.8327179684341006,0.8180759513029737,0.8634761822617609,0.8212794553446509,0.8411926529024369,0.8235077982114475,0.9305759803921568,0.8801900984682713,0.8524365318416522,0.8549561612964645,0.8498438964163478,0.910172946669297,0.8478416458502905,0.8469541339113388,0.9473930763082492,0.9310295195714884,0.8612542946575712,0.6097560975609756,0.8441934833338134,0.8585612922705314,0.7836100822399398,0.736612168349109,0.7840396590820142,0.7308185437359372,0.7294106805980157,0.7491853563549582,0.7634598000288785,0.6903511500031589,0.6822584058956965,0.8620285531642872,0.8626131935363636,0.8681153373579079,0.869701720504148,0.8213891834570519,0.8537675766971311,0.7818463885736997,0.9380688934276108,0.8567584166154878,0.83622048724836,0.7540042272454163
N7_AP_346,0.8634741624799497,0.8830424728056692,0.0,0.8795536726589491,0.8461214702956408,0.8048768594888861,0.0,0.8005731475192333,0.8379054185278695,0.9029663147310206,0.8672219500244979,0.8993610223642172,0.8530787516294762,0.8020699467596842,0.8913738967336787,0.9217093261857212,0.8625,0.87609474522293,0.746125489253805,0.8876268985076999,0.8198052926638134,0.8917505526074601,0.9345517729583628,0.0,0.7924222177268379,0.8734163139041718,0.0,0.9038023289618192,0.8788523527100779,0.8325890276051043,0.8943062862623911,0.856863693912859,0.7696359260285547,0.8121030014431172,0.8822887863131107,0.8776502625948259,0.8529550561006359,0.8782550535077288,0.8507874015748031,0.8461910000805002,0.8597610415041227,0.9252816167518244,0.8306056223269137,0.8381405484421104,0.8793393286112313,0.8981245484385558,0.8823730392380544,0.976297204173582,0.8346638771128118,0.6222811212583907,0.9131522953606996,0.8081613897782522,0.7461251767554714,0.8300653005358798,0.7361825323787706,0.7849839803995478,0.8016927989102752,0.8456519158176203,0.7603023733024405,0.7680299041010841,0.8343113909363378,0.9077233070749328,0.8846100181386912,0.8941309322159816,0.8568866571018652,0.9067245749193906,0.8369631901840492,0.9096739155761636,0.8942968008486405,0.8122497480608042,0.8043887074792412
N7_AP_348,0.8666832298136646,0.0,0.9103382480485691,0.8900849087821499,0.7920694844782288,0.8119721798698081,0.7788529424830928,0.7156843069685195,0.8225591654412785,0.9004505842741136,0.8789808917197452,0.8668796592119277,0.8803418803418803,0.9145299145299144,0.9117802430005284,0.0,0.8412499999999999,0.9171974522292994,0.842315369261477,0.9065125771993532,0.8869009584664538,0.8019908255951718,0.0,0.0,0.8869923049952944,0.8374734755002641,0.0,0.8998857085311031,0.8868824757297638,0.8173704730521335,0.902958325971174,0.7980878553246632,0.8467498826816229,0.0,0.8072003789673141,0.8729819101342151,0.7956979094031662,0.8777439024390243,0.84375,0.7538089859437751,0.8168844136118673,0.9579660272060072,0.8139553651047278,0.8041293609138623,0.8164387412139152,0.8792479007992138,0.8434205175669365,0.9700393586698388,0.8159167367535746,0.9020491921349636,0.6376811594202899,0.8145435332895549,0.7803070929590964,0.8307648969214521,0.7455413690205129,0.8076188614272581,0.7848099207757169,0.8639675231036178,0.7589064851801347,0.7630784798209745,0.8609986504723346,0.8827517021124227,0.8126746979823579,0.8907392549007954,0.875,0.8716698209346339,0.8448729184925504,0.9109175570895938,0.8737926413935571,0.8090723716566014,0.8155143806769053
N7_AP_349,0.0,0.0,0.8398869428395019,0.8216638272340999,0.8706915339962218,0.8514603059597855,0.8825273377806124,0.8797292606539632,0.0,0.0,0.0,0.0,0.0,0.0,0.7923600105652404,0.0,0.0,0.0,0.811377245508982,0.0,0.7895937927886809,0.0,0.0,0.0,0.8878487447431961,0.8747036425332372,0.8526892731058917,0.8155598790094645,0.8604849179952917,0.8849500202838578,0.8133802193953534,0.8833691694630853,0.8797352615989942,0.8977773811652703,0.8642729065885566,0.8866640645496771,0.8691664514643924,0.8451421800947866,0.0,0.8631669535283992,0.8697335811648079,0.8295306295987466,0.8880778588807785,0.8495934959349594,0.0,0.0,0.8366070262504898,0.8188986747684746,0.8262195121951219,0.8685016795181011,0.9020823119597472,0.5744240065289723,0.8895696829976448,0.8536303314236898,0.929536890911894,0.8415526963748915,0.9094158361784348,0.8676803005466842,0.8956038512224282,0.91647123813813,0.0,0.8779569755338174,0.0,0.0,0.7582966813274691,0.0,0.0,0.821208059073301,0.8748565804822594,0.8438026763519925,0.87283319015726
N7_AP_350,0.9739130434782608,0.0,1.0,0.9897734349863512,0.973172209835474,0.9473367928974424,0.9839205590344412,0.9341109432388878,0.0,1.0,0.910390431273399,0.9101139669066808,0.9652777777777778,1.0,1.0,0.0,0.0,1.0,0.93562874251497,0.0,1.0,1.0,0.0,0.0,0.973621634478072,0.9796070492100452,0.9966624467717802,0.9986607290614468,0.9753631483293772,0.9533557150499092,0.9872956481046544,0.9705023152550568,0.9583610927414248,0.9936568528018944,0.9763489987063828,0.9764083485046186,0.9546156033894422,1.0,0.0,0.9442771084337348,0.8778475081389099,1.0,0.9468775344687752,0.9744306697210621,0.0,0.0,0.9475097981287508,1.0,1.0,0.9698938208517304,1.0,0.9742343905716294,0.5373470170243849,1.0,1.0,1.0,0.9846544140420552,1.0,0.9743905305897952,0.9632439533393968,0.0,0.9776579322291692,0.0,0.0,0.0,0.0,1.0,1.0,0.9872124773517352,1.0,0.9861293340212742
N7_AP_351,0.8447204968944101,0.0,0.8678140778213749,0.8679516647487673,0.8443438408847002,0.8233950329358113,0.8553948508929732,0.8097505108187903,0.0,0.8954248366013072,0.8885350318471338,0.8817891373801917,0.8374485596707819,0.8782051282051282,0.8735340729001585,0.0,0.7752604166666667,0.8704883227176221,0.8143712574850299,0.0,0.8753993610223643,0.8704883227176221,0.0,0.0,0.8447584620966108,0.8489315898412692,0.7868915260080064,0.8735000043521083,0.8441584925180268,0.8316158686485999,0.8616986978737561,0.8454650012192686,0.8321876448041383,0.8620285409789191,0.8452193331427096,0.8477957870669649,0.8301564845607428,0.8734375,0.7925,0.8216550412175015,0.8551366023484983,0.9102683403485238,0.8262628153139102,0.754051307404966,0.0,0.0,0.8685385921379131,0.8927487858820478,0.8340490095041795,0.8527819738509298,0.8875794233267534,0.8343644700517321,0.8836939644287167,0.6067664126959063,0.8693946192408039,0.9021163585395584,0.8617282132582976,0.9525793453088096,0.8627461445042726,0.8689073391742075,0.0,0.8523624367176165,0.0,0.0,0.8353658536585366,0.0,0.8077244841048522,0.8695199342299734,0.8599964590129502,0.9300735775641756,0.8901321660844718
N7_AP_352,0.0,0.0,0.9916189284237414,0.9915753719946822,0.96570400641339,0.9555328699127009,0.9707639575821254,0.9530351720071494,1.0,0.0,0.895639392454679,0.9009584664536742,0.9506172839506172,0.9935897435897436,0.9397781299524564,0.0,0.0,0.9171974522292994,0.0,0.0,0.0,0.9936305732484076,0.0,0.0,0.9691423774926966,0.980174537769568,0.9268549456727838,1.0,0.9718037537162152,0.968647366379489,0.9870522888651156,0.9654587036864838,0.9675772039350524,0.9878766336865706,0.9709598522321248,0.9713553246175922,0.9492487762559676,0.9916666666666666,0.0,0.9457831325301204,0.9306071871127632,0.995612304349776,0.9610705596107056,1.0,1.0,0.0,0.957690240414558,0.9974017742575736,0.9939024390243902,0.9647102908596944,0.9902813299232738,1.0,1.0,0.9929891650587764,0.5319473488609449,0.9505022939712212,0.9917568693213396,0.967708753541354,1.0,1.0,1.0,0.9722305354969204,0.0,0.0,0.9634146341463414,0.0,0.0,0.9968009720149644,0.9890191158743352,0.9702473879554302,0.9692946093713548
N7_AP_353,0.8795791608568894,0.0,0.9613350092443602,0.9567624386848348,0.8521405248872341,0.9009065753622562,0.9487594520803208,0.8803319484749111,0.0,0.9785247432306255,0.0,0.9169329073482428,0.8831295410242779,0.8952991452991452,0.9463436721756848,0.9972354033422736,0.0,0.964968152866242,0.8373253493013972,0.0,0.9169329073482428,0.0,0.0,0.0,0.8602523516903013,0.8921407523433225,0.9077666637199678,0.9607910913450112,0.8703455351216202,0.9129985059047472,0.9491478993070352,0.9353516423848118,0.9091202617518818,0.8755410205409866,0.8681852124128703,0.9424135337246864,0.9196905969269356,0.946875,0.9,0.90855588251624,0.885997521685254,0.9727852693505208,0.9162104622871046,0.8702473316473058,0.0,0.0,0.9274345914413826,0.9667001092847972,0.9012195121951221,0.8921118985289913,0.9665924840326404,0.9094394147920624,0.954641109432538,0.9786736338155548,0.9140398131473368,0.5465510742555598,0.9275541958367454,0.9869762860412667,0.9330277587902038,0.9228835126897782,0.0,0.9410200312277764,0.0,0.0,0.0,0.0,0.8941717791411042,0.9645406227138418,0.9534460879546608,0.9706036721756092,1.0
N7_AP_354,1.0,0.0,0.9369093857234436,0.9329751991260552,1.0,0.9614771874642792,0.983014858764332,0.9544057668090528,0.0,0.0,0.0,1.0,1.0,0.0,0.9083407979053264,0.0,1.0,0.0,1.0,0.0,0.9161341853035144,0.0,0.0,0.0,1.0,1.0,1.0,0.9268872633840528,1.0,0.9852513637640752,0.9163399283311148,1.0,0.9991181404620684,1.0,1.0,1.0,1.0,0.9634248878923768,1.0,1.0,1.0,0.9343001072904812,1.0,0.9314750290360048,0.0,0.0,1.0,0.9335759587336859,0.9809451219512196,1.0,0.9801895206243032,0.9735933717322988,0.944220779538312,0.9685575687153194,0.9660615508724169,0.9296670171324268,0.5390411935745825,0.95808552673942,0.9669215261747895,0.9883152572715886,0.0,1.0,0.0,0.9009142868463542,0.885528054787937,0.0,0.0,0.9595671653288392,1.0,0.9434765815237804,0.9642242452017242
N7_AP_355,0.8695652173913043,0.0,0.9083710715468882,0.9407585064276479,0.8807308056201637,0.8664583324559151,0.8868931267449688,0.877581979525994,0.0,0.0,0.0,0.9105431309904152,0.0,0.9807692307692308,0.8702876626806896,0.0,0.0,0.8487261146496815,0.0,0.0,0.0,0.0,0.0,0.0,0.8821339746862435,0.8844307550055089,0.9422422438880028,0.8725137180495286,0.8729734487406554,0.8552638225013636,0.8611379564455433,0.8885717531266178,0.90918954052616,0.8801497594169062,0.9006437303309722,0.8447571584758097,0.8486667474188303,0.9328125,0.0,0.9251290877796898,0.8682284725631852,0.9941009238775754,0.8072381795009532,0.9188262195121952,0.0,0.0,0.9469990111755816,0.9905776636233026,0.8841463414634146,0.9562735180211924,0.9913857433555464,0.8931602192620072,0.90317297863028,0.9529345931076734,0.875581455421111,0.9259641785983376,0.8967327246344593,0.5598503853300527,0.8596259255512506,0.8771159431880521,0.0,0.8837636685447602,0.0,0.8457995304745772,0.0,0.0,0.0,0.8514968988392466,0.8385273735344435,0.9453574649994186,0.9482528230295958
N7_AP_356,0.9254658385093169,0.0,0.955017585820045,0.9600126989154666,0.9287473354062604,0.9455582473067788,0.9389227840706652,0.9257947127633904,0.0,0.9803921568627452,1.0,0.0,0.9228395061728396,0.9529914529914528,0.9533097647202244,0.0,0.8673333333333334,0.956687898089172,0.8922155688622755,0.0,0.9648562300319488,0.940552016985138,0.0,0.0,0.9295262832087255,0.9468629819600788,0.8940851732405961,0.962904857785994,0.9355898556942084,0.9590337470197656,0.9510522845457916,0.9343060380567164,0.9387103561089029,0.9492116066410724,0.9347858428752528,0.9338538759393048,0.919247491512962,0.9703125,0.8979166666666666,0.9031260175838488,0.8762612851832183,0.9656201293189046,0.9119496855345912,0.8438056275569157,0.0,0.0,0.9522702537982676,0.9624095615934034,0.9231321046242136,0.9314374852602484,0.9558959772450224,0.9825877961493024,0.9522470503883891,0.9596864082053612,0.965894570200724,0.9590672985248494,1.0,0.9619327484756272,0.5372819852510828,0.9977451729564508,0.0,0.9406951886860436,0.0,0.0,0.8658536585365854,0.0,0.8815950920245398,0.9604025851051604,0.9466080425506151,0.9443506133392068,0.9713770446191086
N7_AP_358,0.0,0.0,0.9619351249012358,1.0,0.9310923582254468,0.9840317933724718,0.9434545380588882,1.0,0.0,0.9803921568627452,0.0,0.0,0.9176954732510288,0.9551282051282052,0.95932382461701,0.0,0.8761363636363637,0.9713375796178344,0.8922155688622755,0.0,0.977635782747604,0.0,0.0,0.0,0.9411170076825944,0.976210541299438,0.9075627079034118,0.9792358364577708,0.9528112465080626,1.0,1.0,0.9773659314042112,0.9963860436461192,0.959261818928965,0.9525594484647391,0.9405275443607616,0.9324645254561479,0.0,0.878125,0.923694779116466,0.966542750929368,0.9656902474840536,0.942822384428224,0.9176829268292684,0.0,0.0,0.8968208362096309,0.9655859402153344,0.8816081223013188,0.9260157236955412,0.9571014492753624,0.967105346832322,0.9225023381454572,0.9223799029179176,0.9473260604096811,0.934127343379742,0.9769407050275196,0.9378310466948238,0.9602600264836708,0.5604817964470539,0.0,0.9346590981367088,0.0,0.0,0.923780487804878,0.0,0.8527607361963192,0.956929320689297,0.9596894098745028,0.934230136235226,0.9423478583976396
N7_AP_359,0.0,0.0,0.8807407770344866,0.880567210726726,0.8597164471388012,0.8839949965549593,0.8675930316989084,0.8374089775949021,0.916887467746858,0.0,0.0,0.0,0.0,0.8846153846153846,0.8811410459587956,0.9053847740870642,0.0,0.89171974522293,0.8303393213572854,0.0,0.0,0.0,0.0,0.0,0.8623599475812553,0.8763251137263952,0.8761264415470604,0.8836141108607825,0.8636897142408372,0.8712355488479895,0.8751774501605104,0.8607145319205626,0.8571865518081813,0.8823549418558123,0.8636678981853556,0.8661491776409279,0.8505458274144467,0.875,0.0,0.8403614457831325,0.8674101610904584,0.7924758742330049,0.8454987834549879,0.8353658536585366,0.8179616993176315,0.8208723858577083,0.8940838448478516,0.8826006114470114,0.8567073170731707,0.8602442385758143,0.8811949127477079,0.8261382528298985,0.7945231359148005,0.8474533248654387,0.7957166133805531,0.7991872848934904,0.9085842019017792,0.8227872256791589,0.7970168775321909,0.8691774442251701,0.617941615171532,0.8589131501426692,0.0,0.0,0.0,0.0,0.0,0.8793634308266293,0.8841475473855196,0.8338627989809462,0.835999904017947
N7_AP_3,0.8689143244908841,0.846686013117708,0.0,0.8168715750124544,0.8644159885723032,0.7980533787427825,0.0,0.7943044697098923,0.8020974946591573,0.906268568033274,0.837533012272798,0.8372826232518988,0.8486699000587891,0.8839966617744397,0.8857086188868756,0.8568966628842584,0.8196571117561684,0.8805313442842776,0.8285343504410321,0.8309698624327405,0.875864841419292,0.8864884978221375,0.8862324902932408,0.7667994217740908,0.8672119601655872,0.8592963037726739,0.8149671999079294,0.8815888388373693,0.8646757157740891,0.8098726514426238,0.8840811484247384,0.8642931479063231,0.8330485775788635,0.8884595480420907,0.8697740517554781,0.8112370114923175,0.8448316746139632,0.8848999436302142,0.8267969644902635,0.8689098499260198,0.9213349640858934,0.8821956750337179,0.8442904306651264,0.9008079612398832,0.8952268523443639,0.8747472966578753,0.8743709118831341,0.9038902999378152,0.8221603594946725,0.892283891335598,0.8886424552429667,0.8001046223726617,0.7632170146976086,0.7979015145301451,0.7463792321447212,0.7679440490112291,0.7871918275260882,0.808151679453239,0.7532093512448472,0.7534693123047692,0.8027536920782178,0.6224219754875147,0.8476702591394931,0.794135084137531,0.8498769151038124,0.8665016571970662,0.8123470639789658,0.9103688842188477,0.8790501181769118,0.7811677094592526,0.8148420864096797
N7_AP_9,0.833311790357364,0.8408305256198875,0.0,0.0,0.0,0.7772616845311936,0.0,0.694338885480479,0.8010744111200511,0.7926985686410959,0.815239091168362,0.8511182108626197,0.8047885163269778,0.8133903133903134,0.8689496349636425,0.879117256712107,0.811328125,0.7945301488766857,0.7877847543778838,0.8777344001454057,0.8710160777795958,0.7994459062680196,0.9791547418278482,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7483627095499771,0.0,0.0,0.0,0.8545308027898963,0.7423360507460547,0.8580251875669882,0.8182858090185675,0.7761985441767068,0.7767560164351398,0.8471796817824521,0.7938813855418507,0.8225609756097562,0.8464304057524397,0.8583940182116423,0.8304540740904528,0.8749161029137591,0.8260631644777986,0.8058540520296159,0.8000546448087432,0.0,0.0,0.0,0.0,0.0,0.6747997164007736,0.0,0.0,0.0,0.0,0.8304538805720251,0.6318642986704937,0.9967325092654404,0.8389979998888828,0.8727662609609667,0.7847347527968243,0.8716042960166179,0.0,0.7235948435545999,0.0
N7_AP_20,0.7931834263699976,0.7886555101542317,0.0,0.0,0.0,0.7183855451486295,0.0,0.0,0.755035651860278,0.8079635362917097,0.8147052876352242,0.7905066179826563,0.7794703305455994,0.8126867335562988,0.8411692199330869,0.8122098434312175,0.8015625,0.7974896965155489,0.7847623901133903,0.8611869483393857,0.8019834930777423,0.8993720600481646,1.0,0.9781283865397888,0.0,0.0,0.0,0.76777004328445,0.0,0.0,0.9312740922908276,0.7460410051770195,0.0,0.775487321028118,0.0,0.9212215522271932,0.8956028089056678,0.8457994579945799,0.7789419934640522,0.8470706513807585,0.7447743917369721,0.8315080204056432,0.7863480126253851,0.7417998317914214,0.8608115048793015,0.8216897326746343,0.7905917366007991,0.8768291847714423,0.7476428946798973,0.9147532482498344,0.937391304347826,0.0,0.0,0.0,0.0,0.0,0.644154226321626,0.669021210469413,0.0,0.0,0.0,0.7544590799318422,0.980052689485614,0.6359394965974265,0.8473466843294631,0.8365076331243346,0.7789958979199186,0.7719809819851483,0.0,0.0,0.0
N7_AP_57,0.8365314151956912,0.8641396561776977,0.9400462561433941,0.8041970756469976,0.8154573629569166,0.7423211856518938,0.9300987263649628,0.8464048397386004,0.0,0.9444670445402691,0.8948116999567126,0.892426101590606,0.8228593024511391,0.923158914728682,0.920547074107378,0.9484242076221432,0.8168014705882353,0.9756241769464378,0.8895310644533718,0.8675281251263641,0.9684657739106792,0.9311440677966102,0.9512927579217074,0.8722156706956661,0.8849101634342725,0.8235663207894506,0.0,0.8126090106191536,0.8389991495753398,0.7196483930736236,0.7710829372010652,0.838692769961266,0.8748656619869289,0.9111576343181016,0.8082432735137836,0.8640802303225827,0.8365783190235039,0.8099674479166665,0.8645594555873926,0.8759861782153997,0.7517447721041919,0.8312552516737592,0.7872051291715351,0.8207417238443432,0.7742314182992149,0.9004002911619486,0.8643536651903693,0.8467477041253509,0.7813364344983655,0.8122450473290265,0.0,0.7009030101751369,0.0,0.0,0.0,0.0,0.6601877508750306,0.7002262045660238,0.0,0.0,0.0,0.8861496355652804,0.8973709297357539,0.904540867693698,0.6097560975609756,0.9567187925082954,0.8462931095146402,0.8831782736600945,0.7940542435126768,0.7295749662286048,0.6747600100551459
